Ano,UF,ibge_7,municipio,pib_pc
2020,MG,3154150,Reduto,14794.69
2020,MG,3154200,Resende Costa,16691.36
2020,MG,3154309,Resplendor,14465.83
2020,MG,3154408,Ressaquinha,57778.14
2020,MG,3154457,Riachinho,16684.32
2020,MG,3154507,Riacho dos Machados,47007.83
2020,MG,3154606,Ribeirão das Neves,13099.23
2020,MG,3154705,Ribeirão Vermelho,27918.18
2020,MG,3154804,Rio Acima,23266.26
2020,MG,3154903,Rio Casca,16300.71
2020,MG,3155009,Rio Doce,18786.49
2020,MG,3155108,Rio do Prado,9824.6
2020,MG,3155207,Rio Espera,9985.01
2020,MG,3155306,Rio Manso,17471.88
2020,MG,3155405,Rio Novo,13070.42
2020,MG,3155504,Rio Paranaíba,60336.12
2020,MG,3155603,Rio Pardo de Minas,9192.71
2020,MG,3155702,Rio Piracicaba,60207.35
2020,MG,3155801,Rio Pomba,22357.48
2020,MG,3155900,Rio Preto,12697.15
2020,MG,3156007,Rio Vermelho,9786.27
2020,MG,3156106,Ritápolis,17685.75
2020,MG,3156205,Rochedo de Minas,47799.58
2020,MG,3156304,Rodeiro,55863.92
2020,MG,3156403,Romaria,49001.23
2020,MG,3156452,Rosário da Limeira,11540.78
2020,MG,3156502,Rubelita,10518.05
2020,MG,3156601,Rubim,9918.58
2020,MG,3156700,Sabará,22999.64
2020,MG,3156809,Sabinópolis,13189.94
2020,MG,3156908,Sacramento,61065.89
2020,MG,3157005,Salinas,14367.05
2020,MG,3157104,Salto da Divisa,14582.7
2020,MG,3157203,Santa Bárbara,34859.6
2020,MG,3157252,Santa Bárbara do Leste,11900.9
2020,MG,3157278,Santa Bárbara do Monte Verde,16014.68
2020,MG,3157302,Santa Bárbara do Tugúrio,15355.35
2020,MG,3157336,Santa Cruz de Minas,10312.09
2020,MG,3157377,Santa Cruz de Salinas,10812.57
2020,MG,3157401,Santa Cruz do Escalvado,12275.8
2020,MG,3157500,Santa Efigênia de Minas,10619.49
2020,MG,3157609,Santa Fé de Minas,12867.88
2020,MG,3157658,Santa Helena de Minas,8512.39
2020,MG,3157708,Santa Juliana,48973.02
2020,MG,3157807,Santa Luzia,20505.41
2020,MG,3157906,Santa Margarida,18756.6
2020,MG,3158003,Santa Maria de Itabira,17404.04
2020,MG,3158102,Santa Maria do Salto,9002.23
2020,MG,3158201,Santa Maria do Suaçuí,10633.4
2020,MG,3158300,Santana da Vargem,22466.55
2020,MG,3158409,Santana de Cataguases,11767.31
2020,MG,3158508,Santana de Pirapama,13670.55
2020,MG,3158607,Santana do Deserto,11311.05
2020,MG,3158706,Santana do Garambéu,14257.44
2020,MG,3158805,Santana do Jacaré,19815.61
2020,MG,3158904,Santana do Manhuaçu,16300.0
2020,MG,3158953,Santana do Paraíso,21964.52
2020,MG,3159001,Santana do Riacho,20829.39
2020,MG,3159100,Santana dos Montes,12088.82
2020,MG,3159209,Santa Rita de Caldas,20668.11
2020,MG,3159308,Santa Rita de Jacutinga,13777.15
2020,MG,3159357,Santa Rita de Minas,17215.93
2020,MG,3159407,Santa Rita de Ibitipoca,18783.42
2020,MG,3159506,Santa Rita do Itueto,22460.91
2020,MG,3159605,Santa Rita do Sapucaí,37969.3
2020,MG,3159704,Santa Rosa da Serra,22156.2
2020,MG,3159803,Santa Vitória,35039.62
2020,MG,3159902,Santo Antônio do Amparo,17170.1
2020,MG,3160009,Santo Antônio do Aventureiro,15545.66
2020,MG,3160108,Santo Antônio do Grama,20433.4
2020,MG,3160207,Santo Antônio do Itambé,11420.27
2020,MG,3160306,Santo Antônio do Jacinto,8709.97
2020,MG,3160405,Santo Antônio do Monte,24527.56
2020,MG,3160454,Santo Antônio do Retiro,8463.5
2020,MG,3160504,Santo Antônio do Rio Abaixo,15871.23
2020,MG,3160603,Santo Hipólito,14311.29
2020,MG,3160702,Santos Dumont,22040.91
2020,MG,3160801,São Bento Abade,14576.19
2020,MG,3160900,São Brás do Suaçuí,18417.32
2020,MG,3160959,São Domingos das Dores,13976.14
2020,MG,3161007,São Domingos do Prata,16496.65
2020,MG,3161056,São Félix de Minas,12800.2
2020,MG,3161106,São Francisco,10369.52
2020,MG,3161205,São Francisco de Paula,16980.87
2020,MG,3161304,São Francisco de Sales,24920.51
2020,MG,3161403,São Francisco do Glória,13983.11
2020,MG,3161502,São Geraldo,19263.95
2020,MG,3161601,São Geraldo da Piedade,10271.9
2020,MG,3161650,São Geraldo do Baixio,11847.17
2020,MG,3161700,São Gonçalo do Abaeté,30520.01
2020,MG,3161809,São Gonçalo do Pará,17964.97
2020,MG,3161908,São Gonçalo do Rio Abaixo,224983.89
2020,MG,3162005,São Gonçalo do Sapucaí,30370.58
2020,MG,3162104,São Gotardo,27445.84
2020,MG,3162203,São João Batista do Glória,26771.01
2020,MG,3162252,São João da Lagoa,11103.0
2020,MG,3162302,São João da Mata,18282.42
2020,MG,3162401,São João da Ponte,10177.25
2020,MG,3162450,São João das Missões,6855.16
2020,MG,3162500,São João del Rei,27659.48
2020,MG,3162559,São João do Manhuaçu,12978.78
2020,MG,3162575,São João do Manteninha,12345.97
2020,MG,3162609,São João do Oriente,13545.19
2020,MG,3162658,São João do Pacuí,9023.87
2020,MG,3162708,São João do Paraíso,10651.84
2020,MG,3162807,São João Evangelista,13930.45
2020,MG,3162906,São João Nepomuceno,16277.41
2020,MG,3162922,São Joaquim de Bicas,22018.67
2020,MG,3162948,São José da Barra,108329.2
2020,MG,3162955,São José da Lapa,23295.01
2020,MG,3163003,São José da Safira,9403.6
2020,MG,3163102,São José da Varginha,21076.25
2020,MG,3163201,São José do Alegre,12371.06
2020,MG,3163300,São José do Divino,11829.71
2020,MG,3163409,São José do Goiabal,11351.67
2020,MG,3163508,São José do Jacuri,14911.95
2020,MG,3163607,São José do Mantimento,14109.66
2020,MG,3163706,São Lourenço,22617.36
2020,MG,3163805,São Miguel do Anta,13634.86
2020,MG,3163904,São Pedro da União,23771.91
2020,MG,3164001,São Pedro dos Ferros,15987.95
2020,MG,3164100,São Pedro do Suaçuí,15099.81
2020,MG,3164209,São Romão,13446.49
2020,MG,3164308,São Roque de Minas,39268.41
2020,MG,3164407,São Sebastião da Bela Vista,70688.08
2020,MG,3164431,São Sebastião da Vargem Alegre,17558.83
2020,MG,3164472,São Sebastião do Anta,12439.19
2020,MG,3164506,São Sebastião do Maranhão,9332.97
2020,MG,3164605,São Sebastião do Oeste,87340.22
2020,MG,3164704,São Sebastião do Paraíso,28923.0
2020,MG,3164803,São Sebastião do Rio Preto,15725.92
2020,MG,3164902,São Sebastião do Rio Verde,15399.5
2020,MG,3165008,São Tiago,18855.38
2020,MG,3165107,São Tomás de Aquino,23728.13
2020,MG,3165206,São Tomé das Letras,15920.53
2020,MG,3165305,São Vicente de Minas,23311.62
2020,MG,3165404,Sapucaí-Mirim,15674.7
2020,MG,3165503,Sardoá,10076.29
2020,MG,3165537,Sarzedo,34967.99
2020,MG,3165552,Setubinha,8365.74
2020,MG,3165560,Sem-Peixe,12887.31
2020,MG,3165578,Senador Amaral,14350.04
2020,MG,3165602,Senador Cortes,17482.98
2020,MG,3165701,Senador Firmino,12778.57
2020,MG,3165800,Senador José Bento,19461.99
2020,MG,3165909,Senador Modestino Gonçalves,21102.69
2020,MG,3166006,Senhora de Oliveira,12951.74
2020,MG,3166105,Senhora do Porto,11518.37
2020,MG,3166204,Senhora dos Remédios,9711.31
2020,MG,3166303,Sericita,15487.36
2020,MG,3166402,Seritinga,22906.5
2020,MG,3166501,Serra Azul de Minas,8961.35
2020,MG,3166600,Serra da Saudade,27133.08
2020,MG,3166709,Serra dos Aimorés,9348.91
2020,MG,3166808,Serra do Salitre,52184.95
2020,MG,3166907,Serrania,18752.62
2020,MG,3166956,Serranópolis de Minas,8381.95
2020,MG,3167004,Serranos,16732.0
2020,MG,3167103,Serro,12988.02
2020,MG,3167202,Sete Lagoas,38250.03
2020,MG,3167301,Silveirânia,14283.56
2020,MG,3167400,Silvianópolis,21252.51
2020,MG,3167509,Simão Pereira,39588.9
2020,MG,3167608,Simonésia,12480.89
2020,MG,3167707,Sobrália,10951.55
2020,MG,3167806,Soledade de Minas,11896.31
2020,MG,3167905,Tabuleiro,16961.41
2020,MG,3168002,Taiobeiras,14714.39
2020,MG,3168051,Taparuba,14257.09
2020,MG,3168101,Tapira,122976.59
2020,MG,3168200,Tapiraí,26077.47
2020,MG,3168309,Taquaraçu de Minas,14327.81
2020,MG,3168408,Tarumirim,11666.26
2020,MG,3168507,Teixeiras,13849.9
2020,MG,3168606,Teófilo Otoni,19873.45
2020,MG,3168705,Timóteo,40195.42
2020,MG,3168804,Tiradentes,21071.47
2020,MG,3168903,Tiros,45315.75
2020,MG,3169000,Tocantins,18391.83
2020,MG,3169059,Tocos do Moji,14923.0
2020,MG,3169109,Toledo,13114.22
2020,MG,3169208,Tombos,14510.44
2020,MG,3169307,Três Corações,32604.19
2020,MG,3169356,Três Marias,90315.57
2020,MG,3169406,Três Pontas,27366.84
2020,MG,3169505,Tumiritinga,10630.94
2020,MG,3169604,Tupaciguara,33536.9
2020,MG,3169703,Turmalina,20978.3
2020,MG,3169802,Turvolândia,22609.33
2020,MG,3169901,Ubá,28249.62
2020,MG,3170008,Ubaí,8329.26
2020,MG,3170057,Ubaporanga,12188.77
2020,MG,3170107,Uberaba,50997.49
2020,MG,3170206,Uberlândia,53828.78
2020,MG,3170305,Umburatiba,18612.89
2020,MG,3170404,Unaí,39131.9
2020,MG,3170438,União de Minas,27214.37
2020,MG,3170479,Uruana de Minas,20513.0
2020,MG,3170503,Urucânia,23359.53
2020,MG,3170529,Urucuia,9004.03
2020,MG,3170578,Vargem Alegre,10598.88
2020,MG,3170602,Vargem Bonita,28573.82
2020,MG,3170651,Vargem Grande do Rio Pardo,11753.64
2020,MG,3170701,Varginha,45797.14
2020,MG,3170750,Varjão de Minas,29105.78
2020,MG,3170800,Várzea da Palma,22457.68
2020,MG,3170909,Varzelândia,9037.7
2020,MG,3171006,Vazante,43090.61
2020,MG,3171030,Verdelândia,10049.78
2020,MG,3171071,Veredinha,21136.08
2020,MG,3171105,Veríssimo,32305.56
2020,MG,3171154,Vermelho Novo,10561.66
2020,MG,3171204,Vespasiano,20876.8
2020,MG,3171303,Viçosa,22472.92
2020,MG,3171402,Vieiras,13305.54
2020,MG,3171501,Mathias Lobato,13276.07
2020,MG,3171600,Virgem da Lapa,9030.64
2020,MG,3171709,Virgínia,18837.01
2020,MG,3171808,Virginópolis,15536.94
2020,MG,3171907,Virgolândia,10291.99
2020,MG,3172004,Visconde do Rio Branco,30276.85
2020,MG,3172103,Volta Grande,24050.74
2020,MG,3172202,Wenceslau Braz,11996.43
2020,ES,3200102,Afonso Cláudio,16381.42
2020,ES,3200136,Águia Branca,19988.55
2020,ES,3200169,Água Doce do Norte,15215.01
2020,ES,3200201,Alegre,16835.23
2020,ES,3200300,Alfredo Chaves,25296.31
2020,ES,3200359,Alto Rio Novo,12352.51
2020,ES,3200409,Anchieta,34679.39
2020,ES,3200508,Apiacá,13791.42
2020,ES,3200607,Aracruz,43460.0
2020,ES,3200706,Atílio Vivácqua,26150.2
2020,ES,3200805,Baixo Guandu,27672.34
2020,ES,3200904,Barra de São Francisco,22369.64
2020,ES,3201001,Boa Esperança,15245.58
2020,ES,3201100,Bom Jesus do Norte,18178.47
2020,ES,3201159,Brejetuba,21022.54
2020,ES,3201209,Cachoeiro de Itapemirim,25235.59
2020,ES,3201308,Cariacica,26634.35
2020,ES,3201407,Castelo,29086.42
2020,ES,3201506,Colatina,30949.91
2020,ES,3201605,Conceição da Barra,16360.16
2020,ES,3201704,Conceição do Castelo,18835.39
2020,ES,3201803,Divino de São Lourenço,16137.32
2020,ES,3201902,Domingos Martins,24786.25
2020,ES,3202009,Dores do Rio Preto,24492.79
2020,ES,3202108,Ecoporanga,15839.26
2020,ES,3202207,Fundão,18345.92
2020,ES,3202256,Governador Lindenberg,19450.98
2020,ES,3202306,Guaçuí,18016.73
2020,ES,3202405,Guarapari,18272.89
2020,ES,3202454,Ibatiba,14250.85
2020,ES,3202504,Ibiraçu,21550.77
2020,ES,3202553,Ibitirama,17645.21
2020,ES,3202603,Iconha,21866.76
2020,ES,3202652,Irupi,18975.86
2020,ES,3202702,Itaguaçu,19704.26
2020,ES,3202801,Itapemirim,93609.55
2020,ES,3202900,Itarana,20637.28
2020,ES,3203007,Iúna,18145.39
2020,ES,3203056,Jaguaré,20973.92
2020,ES,3203106,Jerônimo Monteiro,12173.08
2020,ES,3203130,João Neiva,22928.77
2020,ES,3203163,Laranja da Terra,14277.54
2020,ES,3203205,Linhares,37766.15
2020,ES,3203304,Mantenópolis,10924.32
2020,ES,3203320,Marataízes,93156.7
2020,ES,3203346,Marechal Floriano,29182.12
2020,ES,3203353,Marilândia,17400.13
2020,ES,3203403,Mimoso do Sul,18762.12
2020,ES,3203502,Montanha,19453.8
2020,ES,3203601,Mucurici,15935.37
2020,ES,3203700,Muniz Freire,19837.11
2020,ES,3203809,Muqui,13041.68
2020,ES,3203908,Nova Venécia,23957.48
2020,ES,3204005,Pancas,11996.28
2020,ES,3204054,Pedro Canário,13216.66
2020,ES,3204104,Pinheiros,24968.29
2020,ES,3204203,Piúma,26545.5
2020,ES,3204252,Ponto Belo,11836.09
2020,ES,3204302,Presidente Kennedy,301474.89
2020,ES,3204351,Rio Bananal,22149.04
2020,ES,3204401,Rio Novo do Sul,17699.99
2020,ES,3204500,Santa Leopoldina,23088.3
2020,ES,3204559,Santa Maria de Jetibá,37073.21
2020,ES,3204609,Santa Teresa,20767.54
2020,ES,3204658,São Domingos do Norte,29612.66
2020,ES,3204708,São Gabriel da Palha,17575.59
2020,ES,3204807,São José do Calçado,16407.93
2020,ES,3204906,São Mateus,19404.96
2020,ES,3204955,São Roque do Canaã,16621.26
2020,ES,3205002,Serra,47567.82
2020,ES,3205010,Sooretama,17704.35
2020,ES,3205036,Vargem Alta,16977.93
2020,ES,3205069,Venda Nova do Imigrante,25055.72
2020,ES,3205101,Viana,45523.9
2020,ES,3205150,Vila Pavão,16261.2
2020,ES,3205176,Vila Valério,22498.58
2020,ES,3205200,Vila Velha,25115.27
2020,ES,3205309,Vitória,69628.4
2020,RJ,3300100,Angra dos Reis,51816.01
2020,RJ,3300159,Aperibé,18754.87
2020,RJ,3300209,Araruama,26276.01
2020,RJ,3300225,Areal,30752.45
2020,RJ,3300233,Armação dos Búzios,60447.32
2020,RJ,3300258,Arraial do Cabo,59910.14
2020,RJ,3300308,Barra do Piraí,24500.58
2020,RJ,3300407,Barra Mansa,31943.28
2020,RJ,3300456,Belford Roxo,17079.09
2020,RJ,3300506,Bom Jardim,31398.53
2020,RJ,3300605,Bom Jesus do Itabapoana,23373.4
2020,RJ,3300704,Cabo Frio,40530.43
2020,RJ,3300803,Cachoeiras de Macacu,20494.38
2020,RJ,3300902,Cambuci,26109.56
2020,RJ,3300936,Carapebus,26481.62
2020,RJ,3300951,Comendador Levy Gasparian,56829.17
2020,RJ,3301009,Campos dos Goytacazes,46641.88
2020,RJ,3301108,Cantagalo,37588.77
2020,RJ,3301157,Cardoso Moreira,27577.0
2020,RJ,3301207,Carmo,30557.41
2020,RJ,3301306,Casimiro de Abreu,35133.8
2020,RJ,3301405,Conceição de Macabu,17978.19
2020,RJ,3301504,Cordeiro,18801.97
2020,RJ,3301603,Duas Barras,20742.44
2020,RJ,3301702,Duque de Caxias,50997.67
2020,RJ,3301801,Engenheiro Paulo de Frontin,19377.75
2020,RJ,3301850,Guapimirim,19142.34
2020,RJ,3301876,Iguaba Grande,19625.18
2020,RJ,3301900,Itaboraí,22338.03
2020,RJ,3302007,Itaguaí,65543.64
2020,RJ,3302056,Italva,25525.78
2020,RJ,3302106,Itaocara,27226.38
2020,RJ,3302205,Itaperuna,31955.92
2020,RJ,3302254,Itatiaia,143113.69
2020,RJ,3302270,Japeri,13826.86
2020,RJ,3302304,Laje do Muriaé,22728.28
2020,RJ,3302403,Macaé,58618.72
2020,RJ,3302452,Macuco,35356.73
2020,RJ,3302502,Magé,18027.9
2020,RJ,3302601,Mangaratiba,58605.59
2020,RJ,3302700,Maricá,216519.52
2020,RJ,3302809,Mendes,19639.01
2020,RJ,3302858,Mesquita,14333.14
2020,RJ,3302908,Miguel Pereira,23290.31
2020,RJ,3303005,Miracema,23411.36
2020,RJ,3303104,Natividade,21061.01
2020,RJ,3303203,Nilópolis,18346.58
2020,RJ,3303302,Niterói,79464.67
2020,RJ,3303401,Nova Friburgo,29721.91
2020,RJ,3303500,Nova Iguaçu,20895.09
2020,RJ,3303609,Paracambi,19013.7
2020,RJ,3303708,Paraíba do Sul,29184.9
2020,RJ,3303807,Paraty,39657.61
2020,RJ,3303856,Paty do Alferes,22970.95
2020,RJ,3303906,Petrópolis,50185.98
2020,RJ,3303955,Pinheiral,30642.95
2020,RJ,3304003,Piraí,88440.87
2020,RJ,3304102,Porciúncula,21906.25
2020,RJ,3304110,Porto Real,121817.6
2020,RJ,3304128,Quatis,21400.1
2020,RJ,3304144,Queimados,25446.02
2020,RJ,3304151,Quissamã,121304.16
2020,RJ,3304201,Resende,61373.0
2020,RJ,3304300,Rio Bonito,28558.78
2020,RJ,3304409,Rio Claro,25249.78
2020,RJ,3304508,Rio das Flores,29516.65
2020,RJ,3304524,Rio das Ostras,40864.56
2020,RJ,3304557,Rio de Janeiro,49094.4
2020,RJ,3304607,Santa Maria Madalena,20431.41
2020,RJ,3304706,Santo Antônio de Pádua,27632.36
2020,RJ,3304755,São Francisco de Itabapoana,29515.28
2020,RJ,3304805,São Fidélis,20738.5
2020,RJ,3304904,São Gonçalo,17406.1
2020,RJ,3305000,São João da Barra,177439.19
2020,RJ,3305109,São João de Meriti,19243.71
2020,RJ,3305133,São José de Ubá,23435.25
2020,RJ,3305158,São José do Vale do Rio Preto,32270.16
2020,RJ,3305208,São Pedro da Aldeia,24435.48
2020,RJ,3305307,São Sebastião do Alto,24581.86
2020,RJ,3305406,Sapucaia,45801.6
2020,RJ,3305505,Saquarema,167325.94
2020,RJ,3305554,Seropédica,55744.92
2020,RJ,3305604,Silva Jardim,25717.25
2020,RJ,3305703,Sumidouro,39011.29
2020,RJ,3305752,Tanguá,17939.87
2020,RJ,3305802,Teresópolis,31301.05
2020,RJ,3305901,Trajano de Moraes,21687.1
2020,RJ,3306008,Três Rios,65103.57
2020,RJ,3306107,Valença,29267.52
2020,RJ,3306156,Varre-Sai,22307.77
2020,RJ,3306206,Vassouras,34581.66
2020,RJ,3306305,Volta Redonda,42448.64
2020,SP,3500105,Adamantina,35788.26
2020,SP,3500204,Adolfo,38464.09
2020,SP,3500303,Aguaí,31446.28
2020,SP,3500402,Águas da Prata,22718.42
2020,SP,3500501,Águas de Lindóia,26418.38
2020,SP,3500550,Águas de Santa Bárbara,32824.76
2020,SP,3500600,Águas de São Pedro,39186.7
2020,SP,3500709,Agudos,61799.1
2020,SP,3500758,Alambari,19832.91
2020,SP,3500808,Alfredo Marcondes,26263.11
2020,SP,3500907,Altair,26679.18
2020,SP,3501004,Altinópolis,40198.44
2020,SP,3501103,Alto Alegre,28574.33
2020,SP,3501152,Alumínio,119952.09
2020,SP,3501202,Álvares Florence,30750.75
2020,SP,3501301,Álvares Machado,24598.56
2020,SP,3501400,Álvaro de Carvalho,10112.46
2020,SP,3501509,Alvinlândia,17789.73
2020,SP,3501608,Americana,49907.97
2020,SP,3501707,Américo Brasiliense,26705.95
2020,SP,3501806,Américo de Campos,18248.55
2020,SP,3501905,Amparo,63521.24
2020,SP,3502002,Analândia,38762.45
2020,SP,3502101,Andradina,46733.61
2020,SP,3502200,Angatuba,51817.83
2020,SP,3502309,Anhembi,22752.36
2020,SP,3502408,Anhumas,20017.33
2020,SP,3502507,Aparecida,27206.69
2020,SP,3502606,Aparecida d'Oeste,37490.85
2020,SP,3502705,Apiaí,29682.44
2020,SP,3502754,Araçariguama,140809.35
2020,SP,3502804,Araçatuba,41913.02
2020,SP,3502903,Araçoiaba da Serra,28068.97
2020,SP,3503000,Aramina,27533.57
2020,SP,3503109,Arandu,28695.3
2020,SP,3503158,Arapeí,16212.51
2020,SP,3503208,Araraquara,44813.53
2020,SP,3503307,Araras,47779.64
2020,SP,3503356,Arco-Íris,47412.65
2020,SP,3503406,Arealva,28362.7
2020,SP,3503505,Areias,14580.15
2020,SP,3503604,Areiópolis,13182.41
2020,SP,3503703,Ariranha,99204.4
2020,SP,3503802,Artur Nogueira,26702.02
2020,SP,3503901,Arujá,83735.27
2020,SP,3503950,Aspásia,22012.5
2020,SP,3504008,Assis,35535.6
2020,SP,3504107,Atibaia,51443.08
2020,SP,3504206,Auriflama,21323.7
2020,SP,3504305,Avaí,72824.31
2020,SP,3504404,Avanhandava,35438.28
2020,SP,3504503,Avaré,30896.52
2020,SP,3504602,Bady Bassitt,26249.59
2020,SP,3504701,Balbinos,10441.93
2020,SP,3504800,Bálsamo,27025.5
2020,SP,3504909,Bananal,18548.14
2020,SP,3505005,Barão de Antonina,19732.55
2020,SP,3505104,Barbosa,15992.51
2020,SP,3505203,Bariri,38508.74
2020,SP,3505302,Barra Bonita,38059.67
2020,SP,3505351,Barra do Chapéu,24982.55
2020,SP,3505401,Barra do Turvo,14303.74
2020,SP,3505500,Barretos,40621.11
2020,SP,3505609,Barrinha,16688.68
2020,SP,3505708,Barueri,185046.58
2020,SP,3505807,Bastos,46690.01
2020,SP,3505906,Batatais,33118.93
2020,SP,3506003,Bauru,40021.97
2020,SP,3506102,Bebedouro,41504.95
2020,SP,3506201,Bento de Abreu,69395.89
2020,SP,3506300,Bernardino de Campos,27022.96
2020,SP,3506359,Bertioga,29433.13
2020,SP,3506409,Bilac,33004.63
2020,SP,3506508,Birigui,29382.24
2020,SP,3506607,Biritiba Mirim,30219.33
2020,SP,3506706,Boa Esperança do Sul,24116.4
2020,SP,3506805,Bocaina,18981.5
2020,SP,3506904,Bofete,17188.66
2020,SP,3507001,Boituva,48024.19
2020,SP,3507100,Bom Jesus dos Perdões,41935.29
2020,SP,3507159,Bom Sucesso de Itararé,16390.9
2020,SP,3507209,Borá,81601.28
2020,SP,3507308,Boracéia,92233.02
2020,SP,3507407,Borborema,28908.67
2020,SP,3507456,Borebi,25466.61
2020,SP,3507506,Botucatu,34357.99
2020,SP,3507605,Bragança Paulista,39824.05
2020,SP,3507704,Braúna,20163.7
2020,SP,3507753,Brejo Alegre,20966.75
2020,SP,3507803,Brodowski,31848.16
2020,SP,3507902,Brotas,41398.58
2020,SP,3508009,Buri,33386.71
2020,SP,3508108,Buritama,41206.49
2020,SP,3508207,Buritizal,51823.27
2020,SP,3508306,Cabrália Paulista,19309.33
2020,SP,3508405,Cabreúva,104273.37
2020,SP,3508504,Caçapava,48021.97
2020,SP,3508603,Cachoeira Paulista,18937.5
2020,SP,3508702,Caconde,25093.7
2020,SP,3508801,Cafelândia,34444.32
2020,SP,3508900,Caiabu,16214.04
2020,SP,3509007,Caieiras,39023.54
2020,SP,3509106,Caiuá,14950.98
2020,SP,3509205,Cajamar,266875.13
2020,SP,3509254,Cajati,55946.93
2020,SP,3509304,Cajobi,16173.33
2020,SP,3509403,Cajuru,26218.01
2020,SP,3509452,Campina do Monte Alegre,22643.07
2020,SP,3509502,Campinas,53896.97
2020,SP,3509601,Campo Limpo Paulista,25669.04
2020,SP,3509700,Campos do Jordão,24355.76
2020,SP,3509809,Campos Novos Paulista,37963.58
2020,SP,3509908,Cananéia,20929.13
2020,SP,3509957,Canas,21705.39
2020,SP,3510005,Cândido Mota,44392.85
2020,SP,3510104,Cândido Rodrigues,39394.8
2020,SP,3510153,Canitar,29727.28
2020,SP,3510203,Capão Bonito,23973.91
2020,SP,3510302,Capela do Alto,16172.39
2020,SP,3510401,Capivari,42575.27
2020,SP,3510500,Caraguatatuba,31526.24
2020,SP,3510609,Carapicuíba,15437.46
2020,SP,3510708,Cardoso,24267.11
2020,SP,3510807,Casa Branca,34523.67
2020,SP,3510906,Cássia dos Coqueiros,101646.04
2020,SP,3511003,Castilho,54893.77
2020,SP,3511102,Catanduva,39869.67
2020,SP,3511201,Catiguá,17077.5
2020,SP,3511300,Cedral,41650.03
2020,SP,3511409,Cerqueira César,40842.4
2020,SP,3511508,Cerquilho,40306.55
2020,SP,3511607,Cesário Lange,27931.34
2020,SP,3511706,Charqueada,25154.89
2020,SP,3511904,Clementina,15795.42
2020,SP,3512001,Colina,66477.77
2020,SP,3512100,Colômbia,60584.94
2020,SP,3512209,Conchal,29987.69
2020,SP,3512308,Conchas,21380.95
2020,SP,3512407,Cordeirópolis,132627.29
2020,SP,3512506,Coroados,32473.23
2020,SP,3512605,Coronel Macedo,27418.67
2020,SP,3512704,Corumbataí,63796.71
2020,SP,3512803,Cosmópolis,26871.01
2020,SP,3512902,Cosmorama,53928.42
2020,SP,3513009,Cotia,55360.97
2020,SP,3513108,Cravinhos,39589.82
2020,SP,3513207,Cristais Paulista,32076.08
2020,SP,3513306,Cruzália,57572.26
2020,SP,3513405,Cruzeiro,32357.47
2020,SP,3513504,Cubatão,120940.49
2020,SP,3513603,Cunha,13857.47
2020,SP,3513702,Descalvado,54789.02
2020,SP,3513801,Diadema,35282.92
2020,SP,3513850,Dirce Reis,36386.62
2020,SP,3513900,Divinolândia,30563.69
2020,SP,3514007,Dobrada,14594.14
2020,SP,3514106,Dois Córregos,27424.54
2020,SP,3514205,Dolcinópolis,24502.48
2020,SP,3514304,Dourado,73574.6
2020,SP,3514403,Dracena,29088.43
2020,SP,3514502,Duartina,20692.61
2020,SP,3514601,Dumont,28199.03
2020,SP,3514700,Echaporã,22345.0
2020,SP,3514809,Eldorado,20805.58
2020,SP,3514908,Elias Fausto,47965.11
2020,SP,3514924,Elisiário,18357.79
2020,SP,3514957,Embaúba,24486.07
2020,SP,3515004,Embu das Artes,50027.71
2020,SP,3515103,Embu-Guaçu,17616.6
2020,SP,3515129,Emilianópolis,21852.35
2020,SP,3515152,Engenheiro Coelho,26067.78
2020,SP,3515186,Espírito Santo do Pinhal,37356.0
2020,SP,3515194,Espírito Santo do Turvo,19527.71
2020,SP,3515202,Estrela d'Oeste,77794.8
2020,SP,3515301,Estrela do Norte,25105.27
2020,SP,3515350,Euclides da Cunha Paulista,14175.67
2020,SP,3515400,Fartura,26656.84
2020,SP,3515509,Fernandópolis,33254.37
2020,SP,3515608,Fernando Prestes,38799.84
2020,SP,3515657,Fernão,46859.88
2020,SP,3515707,Ferraz de Vasconcelos,20118.65
2020,SP,3515806,Flora Rica,27687.99
2020,SP,3515905,Floreal,23947.9
2020,SP,3516002,Flórida Paulista,16702.9
2020,SP,3516101,Florínea,60749.72
2020,SP,3516200,Franca,27839.58
2020,SP,3516309,Francisco Morato,9696.12
2020,SP,3516408,Franco da Rocha,22731.21
2020,SP,3516507,Gabriel Monteiro,27638.61
2020,SP,3516606,Gália,28752.97
2020,SP,3516705,Garça,29822.73
2020,SP,3516804,Gastão Vidigal,17670.19
2020,SP,3516853,Gavião Peixoto,333943.43
2020,SP,3516903,General Salgado,22157.58
2020,SP,3517000,Getulina,18894.77
2020,SP,3517109,Glicério,23987.04
2020,SP,3517208,Guaiçara,18028.89
2020,SP,3517307,Guaimbê,40828.58
2020,SP,3517406,Guaíra,62456.35
2020,SP,3517505,Guapiaçu,32976.98
2020,SP,3517604,Guapiara,29948.85
2020,SP,3517703,Guará,26900.02
2020,SP,3517802,Guaraçaí,38777.11
2020,SP,3517901,Guaraci,35144.03
2020,SP,3518008,Guarani d'Oeste,20176.03
2020,SP,3518107,Guarantã,28042.55
2020,SP,3518206,Guararapes,33242.95
2020,SP,3518305,Guararema,53918.66
2020,SP,3518404,Guaratinguetá,55935.11
2020,SP,3518503,Guareí,14212.56
2020,SP,3518602,Guariba,24905.76
